;Degree;MS_RGA;w_MS_RGA;Grad_RGA;MS_A;w_MS_A;Grad_A;MS_D;w_MS_D;Grad_D;w_0.01_RGA;w_0.01_A;w_0.01_D;w_0.02_RGA;w_0.02_A;w_0.02_D;w_0.1_RGA;w_0.1_A;w_0.1_D;w_0.00666666666667_RGA;w_0.00666666666667_A;w_0.00666666666667_D;w_0.005_RGA;w_0.005_A;w_0.005_D
2512;3.0;1.43258431591;0.0114473739629;0.602532145021;1.01335209167;0.0377709332671;1.03297139652;1.22440010279;0.0087799966345;0.739456997926;1.42292805443;0.916765319166;1.21973425044;1.42292805443;0.916765319166;1.21973425044;1.42292805443;0.916765319166;1.21973425044;1.42292805443;0.916765319166;1.21973425044;1.42292805443;0.916765319166;1.21973425044
2513;3.0;1.310831242;0.00138616261415;0.174835985147;1.47272589515;0.00790478002741;0.571338282877;1.05050216983;0.00466731278626;0.542964692823;1.10715006463;1.44955582566;1.04311388019;1.10715006463;1.44955582566;1.04311388019;1.10715006463;1.44955582566;1.04311388019;1.10715006463;1.44955582566;1.04311388019;1.10715006463;1.44955582566;1.04311388019
2514;3.0;1.25561689801;0.0118333391205;0.949424573471;1.00000000001;7.72304879704;1.12023652841;1.24790385283;0.011986927284;0.95917403946;1.24248782539;0.825809868103;1.23260907193;1.24248782539;0.825809868103;1.23260907193;1.24248782539;0.825809868103;1.23260907193;1.24248782539;0.825809868103;1.23260907193;1.24248782539;0.825809868103;1.23260907193
2515;3.0;1.00033278453;0.0891240676261;0.911304909973;1.00001970727;0.181813431057;1.03759229456;1.00000701462;0.231012970008;1.02935395191;0.944865399195;0.87796322084;0.879338927013;0.944865399195;0.87796322084;0.879338927013;0.944865399195;0.87796322084;0.879338927013;0.944865399195;0.87796322084;0.879338927013;0.944865399195;0.87796322084;0.879338927013
2516;3.0;1.93333771358;0.00609647093799;0.715499920618;1.00003691425;0.201572110529;1.0992475761;1.35455103481;0.010497892234;0.999762646021;1.65321385221;0.842110453293;1.35267784646;1.65321385221;0.842110453293;1.35267784646;1.65321385221;0.842110453293;1.35267784646;1.65321385221;0.842110453293;1.35267784646;1.65321385221;0.842110453293;1.35267784646
2517;3.0;1.00063429056;0.095059997772;0.970512169674;1.00148291339;0.0767694658479;1.06017972217;1.00077694687;0.0851124318217;1.04316677545;0.924342377322;0.879857781875;0.887285047845;0.924342377322;0.879857781875;0.887285047845;0.924342377322;0.879857781875;0.887285047845;0.924342377322;0.879857781875;0.887285047845;0.924342377322;0.879857781875;0.887285047845
2518;3.0;1.00004045275;0.12978106124;0.836847677617;1.00055110958;0.0904473067844;1.06284863509;1.00000150265;0.339510402368;0.875245915455;0.975262915309;0.888527922799;0.935883093229;0.975262915309;0.888527922799;0.935883093229;0.975262915309;0.888527922799;0.935883093229;0.975262915309;0.888527922799;0.935883093229;0.975262915309;0.888527922799;0.935883093229
2519;3.0;1.15449077744;0.00566337484576;0.940042009086;1.00011967184;0.197164845575;1.04872741832;1.00009321513;0.236176848811;1.1529072955;1.09783337355;0.940393326256;0.849904125409;1.09783337355;0.940393326256;0.849904125409;1.09783337355;0.940393326256;0.849904125409;1.09783337355;0.940393326256;0.849904125409;1.09783337355;0.940393326256;0.849904125409
2520;3.0;1.01292193448;0.00669703530239;0.756182716294;1.01368202826;0.0418757112223;1.06005446273;1.00619984659;0.0391164321903;0.855037766921;1.00708873632;0.873173816763;0.952298600665;1.00708873632;0.873173816763;0.952298600665;1.00708873632;0.873173816763;0.952298600665;1.00708873632;0.873173816763;0.952298600665;1.00708873632;0.873173816763;0.952298600665
2521;3.0;1.09267871608;0.00444902479856;0.468942644843;1.4346300545;0.00444083611752;0.406035680988;1.21531661477;0.00345663772463;0.503990050895;1.04343347933;1.39295005321;1.13625494343;1.04343347933;1.39295005321;1.13625494343;1.04343347933;1.39295005321;1.13625494343;1.04343347933;1.39295005321;1.13625494343;1.04343347933;1.39295005321;1.13625494343
2522;3.0;1.57009650324;0.0102305972984;0.327210334712;1.03811034643;0.028388687524;0.952407094305;1.13734861076;0.00747975527545;0.654988297848;1.56979468412;0.971198960611;1.13228632699;1.56979468412;0.971198960611;1.13228632699;1.56979468412;0.971198960611;1.13228632699;1.56979468412;0.971198960611;1.13228632699;1.56979468412;0.971198960611;1.13228632699
2523;3.0;1.27216427091;0.00185449993602;-0.017408292682;6.92222066761;0.0838672415927;-1.6039673329;1.56927136235;0.00126185688307;-0.101691852224;1.09408717161;3.0648218092;1.23470915807;1.09408717161;3.0648218092;1.23470915807;1.09408717161;3.0648218092;1.23470915807;1.09408717161;3.0648218092;1.23470915807;1.09408717161;3.0648218092;1.23470915807
2524;3.0;1.00000285109;0.356168219731;1.07482117878;1.00000000212;2.11510792874;1.10121890593;1.00000000231;2.13861699294;1.11441400617;0.861786659367;0.831086495013;0.82112124005;0.861786659367;0.831086495013;0.82112124005;0.861786659367;0.831086495013;0.82112124005;0.861786659367;0.831086495013;0.82112124005;0.861786659367;0.831086495013;0.82112124005
2525;3.0;1.00000712253;0.254238035485;1.02660406787;1.00000101542;0.401476718761;1.05462699786;1.00000120147;0.391254410197;1.04960628778;0.878291869685;0.855540231665;0.859664281574;0.878291869685;0.855540231665;0.859664281574;0.878291869685;0.855540231665;0.859664281574;0.878291869685;0.855540231665;0.859664281574;0.878291869685;0.855540231665;0.859664281574
2526;3.0;1.00000016898;0.814500000871;1.04587262804;1.00000993953;0.276213006083;1.10088330625;1.0000056732;0.335160265094;1.07522990769;0.879554124394;0.841231753327;0.866184265087;0.879554124394;0.841231753327;0.866184265087;0.879554124394;0.841231753327;0.866184265087;0.879554124394;0.841231753327;0.866184265087;0.879554124394;0.841231753327;0.866184265087
2527;3.0;1.01079742903;0.00499654573481;0.844906835073;1.00009121877;0.163991554318;1.10655083518;1.00005012105;0.176207586387;0.952010067629;0.971887637327;0.874550547254;0.962910293415;0.971887637327;0.874550547254;0.962910293415;0.971887637327;0.874550547254;0.962910293415;0.971887637327;0.874550547254;0.962910293415;0.971887637327;0.874550547254;0.962910293415
