  15.1560449992  12.8315931617  12.3188693208  10.627763067  9.61238351073  8.71359724665  7.97157082168  7.44892795314  7.13046529463  -50000.0  10  10  30  0.5
  15.2332961609  12.901455028  12.3791517012  10.6905482826  9.68974756992  8.84331982146  7.9462888665  7.31509264118  7.0031068917  -50000.0  10  10  30  1.0
  15.2735855002  12.7143775998  12.2687145194  10.4305690053  9.42014162196  8.54611591223  7.82139843514  7.30989930317  7.00294280535  -50000.0  10  10  30  1.5
  22.1911537665  18.4264220695  17.5855728251  14.6064972104  13.0045288773  11.6669528549  10.6481759272  10.0049436848  9.69896365393  -50000.0  10  10  50  0.5
  22.3215971103  18.5533608659  17.6674639041  14.671984897  13.0800950134  11.738687686  10.7351105063  10.0963035532  9.51185298147  -50000.0  10  10  50  1.0
  22.3394242908  18.5262395374  17.7211987776  14.7536407215  12.9597746126  11.4004766571  10.4000221299  9.79207495388  9.50555995586  -50000.0  10  10  50  1.5
  28.7275693037  23.5108918637  22.266333093  17.9451131421  15.7366378437  13.9692950776  12.6343664666  11.8621320015  11.5560524785  -50000.0  10  10  70  0.5
  28.9144648273  23.6038969345  22.3603684821  18.0831240446  15.8461527621  14.0428920972  12.700208216  11.9645881144  11.5226488511  -50000.0  10  10  70  1.0
  28.9378310986  23.5421524202  22.3425179585  18.0881035937  15.8153530242  13.7034865643  12.3086757369  11.5724108153  11.2925064051  -50000.0  10  10  70  1.5
  15.1542645587  12.8316050472  12.3188521239  10.6266995006  9.60916804912  8.71350356114  7.96631530576  7.44929746149  7.12996846529  -50000.0  10  20  30  0.5
  15.2376113645  12.9023395704  12.3790354403  10.6910437793  9.68910116367  8.84173898814  7.94248452962  7.31021186453  7.00638506955  -50000.0  10  20  30  1.0
  15.2542640838  12.7107310495  12.2695035828  10.4317725572  9.42807119437  8.55119442697  7.82888403245  7.31045831142  7.00216941324  -50000.0  10  20  30  1.5
  22.1904937519  18.4432199831  17.5855261895  14.5890913911  13.0060432953  11.66974645  10.6392355486  10.0066269511  9.70029809662  -50000.0  10  20  50  0.5
  22.3238934217  18.510803984  17.6672327753  14.6810353648  13.0646283086  11.7404309348  10.7352396746  10.0925091736  9.51704353964  -50000.0  10  20  50  1.0
  22.3403635451  18.5288171911  17.7178717108  14.7617780446  12.9301863772  11.406250807  10.4097302986  9.79186657332  9.50875906462  -50000.0  10  20  50  1.5
