  13.996681412  12.9365838108  13.1688628235  13.8363038976  13.6016866194  13.2646016221  12.5936821739  11.682574297  10.5808219072  -50000.0  10  10  30  0.5
  13.9160631041  12.8384385281  13.1631596485  13.8397594129  13.6040582052  13.2941496797  12.5934938027  11.6641032978  10.5752964562  -50000.0  10  10  30  1.0
  13.9618349476  12.8672820212  13.1751402825  13.8321366101  13.6089252301  13.2672087974  12.572347804  11.6767277103  10.5819390906  -50000.0  10  10  30  1.5
  20.8877484726  19.132300155  19.656953072  20.9102665  20.4137971775  19.7488392659  18.5867043969  17.2361318677  15.6322457124  -50000.0  10  10  50  0.5
  20.8884826287  19.132299649  19.6357089673  20.8957534223  20.4138085351  19.7439022695  18.6285575042  17.2389275592  15.6444510772  -50000.0  10  10  50  1.0
  20.8876405724  19.1322998106  19.632523504  20.9067869676  20.4137503431  19.7503641711  18.600320652  17.2434499429  15.6465686238  -50000.0  10  10  50  1.5
  27.6752000883  25.0571462394  25.770238174  27.606130189  26.8808890359  25.7913796206  24.1817734451  22.3006018961  20.2084789631  -50000.0  10  10  70  0.5
  27.6047369661  25.056841139  25.7712583951  27.6063153677  26.8808599094  25.7913710879  24.1808050452  22.3047746365  20.2112214071  -50000.0  10  10  70  1.0
  27.5729618753  25.0585655038  25.7712333383  27.6063167839  26.8809085162  25.7913658516  24.1811305573  22.3027447416  20.2098786639  -50000.0  10  10  70  1.5
  18.6070053416  17.4744266931  17.520877887  17.7917244756  17.3026829983  16.7006211975  15.7521376394  14.4988359634  13.1522923396  -50000.0  10  20  30  0.5
  18.6071200117  17.4586071398  17.5213215507  17.8330711587  17.3026682183  16.7067591383  15.7113026966  14.4975377132  13.1522575467  -50000.0  10  20  30  1.0
  18.60720928  17.4520358815  17.5112636334  17.7962125219  17.3027071054  16.6994368966  15.7083600872  14.4901852485  13.1493672206  -50000.0  10  20  30  1.5
  26.9845000403  25.1633968014  25.513524758  26.4029508836  25.6350284999  24.6352620194  23.1814111851  21.5002545166  19.6064299207  -50000.0  10  20  50  0.5
  26.9852930986  25.1328536556  25.4940785139  26.4029930546  25.6352236912  24.6341591379  23.1821058084  21.471867764  19.5984695908  -50000.0  10  20  50  1.0
  26.9859103955  25.1388781422  25.530572696  26.4188529076  25.6336359531  24.6409678833  23.1826606517  21.4707736553  19.6100396176  -50000.0  10  20  50  1.5
