;Degree;MS_RGA;w_MS_RGA;Grad_RGA;MS_A;w_MS_A;Grad_A;MS_D;w_MS_D;Grad_D;w_0.1_RGA;w_0.1_A;w_0.1_D;w_0.5_RGA;w_0.5_A;w_0.5_D;w_1.0_RGA;w_1.0_A;w_1.0_D
0;1.0;1.49530580028;0.00809637898752;0.88960480651;171.022799604;0.011986927284;-0.770667046219;1.49530580028;0.00809637898752;0.88960480651;1.04474569358;1.18896329308;1.04474569358;1.04474569358;1.18896329308;1.04474569358;1.04474569358;1.18896329308;1.04474569358
1;1.0;1.02590670468;0.0272611112039;1.04158499328;1.59858241907;0.0278704842372;1.27226939816;1.02590670468;0.0272611112039;1.04158499328;1.01276392036;1.27980863166;1.01276392036;1.01276392036;1.27980863166;1.01276392036;1.01276392036;1.27980863166;1.01276392036
2;1.0;1.04896110598;0.0296174152715;1.1779444439;1.19841651136;0.258965150539;1.82902638067;1.04896110598;0.0296174152715;1.1779444439;1.02481732732;0.970968204529;1.02481732732;1.02481732732;0.970968204529;1.02481732732;1.02481732732;0.970968204529;1.02481732732
3;1.0;1.24501525645;0.00344392516117;0.600688020633;2.40601537099;0.0103633830349;-0.166104768022;1.24501525645;0.00344392516117;0.600688020633;1.04708267167;1.08316651043;1.04708267167;1.04708267167;1.08316651043;1.04708267167;1.04708267167;1.08316651043;1.04708267167
4;1.0;1.06464042219;0.00982424602753;1.04188727982;14.0156878798;0.00569476159533;-2.07204000397;1.06464042219;0.00982424602753;1.04188727982;1.00968607554;1.3138483438;1.00968607554;1.00968607554;1.3138483438;1.00968607554;1.00968607554;1.3138483438;1.00968607554
5;1.0;1.26785428628;0.0133879065199;1.09430324994;1.09148469911;0.243242021407;1.67897595377;1.26785428628;0.0133879065199;1.09430324994;1.05136729549;0.971671616077;1.05136729549;1.05136729549;0.971671616077;1.05136729549;1.05136729549;0.971671616077;1.05136729549
6;1.0;1.06672238437;0.0198577387589;0.982470333958;1.40800160536;0.0116602180155;1.03988545561;1.06672238437;0.0198577387589;0.982470333958;1.02604669297;1.09002798576;1.02604669297;1.02604669297;1.09002798576;1.02604669297;1.02604669297;1.09002798576;1.02604669297
7;1.0;4.95306219426;0.00157986457823;-3.29826852417;6.94839646115;7.58731314647e-05;-5.70671483079;4.95306219426;0.00157986457823;-3.29826852417;1.28547412114;1.00270946802;1.28547412114;1.28547412114;1.00270946802;1.28547412114;1.28547412114;1.00270946802;1.28547412114
8;1.0;1.20999204104;0.0140706717447;1.09949045754;1.1582871617;0.0729098624032;1.49263107542;1.20999204104;0.0140706717447;1.09949045754;1.04507692959;1.14709938429;1.04507692959;1.04507692959;1.14709938429;1.04507692959;1.04507692959;1.14709938429;1.04507692959
9;1.0;1.13651038534;0.012436823499;1.08080876042;4.24849173843;0.0376320221563;1.32056043721;1.13651038534;0.012436823499;1.08080876042;1.02559750021;1.59080303733;1.02559750021;1.02559750021;1.59080303733;1.02559750021;1.02559750021;1.59080303733;1.02559750021
10;2.0;0.999999999847;1000.0;1.11440340135;1.00849480856;0.102707263961;1.4006545913;0.999999999847;1000.0;1.11440340135;0.986368178362;1.0084772679;0.986368178362;0.986368178362;1.0084772679;0.986368178362;0.986368178362;1.0084772679;0.986368178362
11;2.0;0.999999999969;1000.0;0.961855253418;0.999999999819;1000.0;1.41629998202;0.999999999969;1000.0;0.961855253418;0.997029348303;0.982089065666;0.997029348303;0.997029348303;0.982089065666;0.997029348303;0.997029348303;0.982089065666;0.997029348303
12;2.0;2.97228254688;0.002453798993;-0.435883684651;4.4535298125;0.00465014769268;-1.09667955659;2.97228254688;0.002453798993;-0.435883684651;1.00978191447;1.03852641511;1.00978191447;1.00978191447;1.03852641511;1.00978191447;1.00978191447;1.03852641511;1.00978191447
13;2.0;1.09580342979;0.00650251418297;0.976387955505;1.00681265054;0.0658842912213;1.35418022272;1.09580342979;0.00650251418297;0.976387955505;0.999999208191;1.00487161178;0.999999208191;0.999999208191;1.00487161178;0.999999208191;0.999999208191;1.00487161178;0.999999208191
14;2.0;1.07240465044;0.00899280941603;1.05377463812;1.00079651639;0.110358116686;1.39184845644;1.07240465044;0.00899280941603;1.05377463812;0.999376186625;1.00075998166;0.999376186625;0.999376186625;1.00075998166;0.999376186625;0.999376186625;1.00075998166;0.999376186625
15;2.0;0.999999999997;1000.0;0.970169668762;4.69109790078;0.0142270648634;0.848994966121;0.999999999997;1000.0;0.970169668762;0.999654582264;1.06332269722;0.999654582264;0.999654582264;1.06332269722;0.999654582264;0.999654582264;1.06332269722;0.999654582264
16;2.0;1.07813845438;0.00714307793486;0.990643567174;2.50408279253;0.0116602180155;1.01296156544;1.07813845438;0.00714307793486;0.990643567174;1.0024108107;1.02339175555;1.0024108107;1.0024108107;1.02339175555;1.0024108107;1.0024108107;1.02339175555;1.0024108107
17;2.0;12.1127709434;0.00384643595702;-4.58907105608;1.9917340035;0.00745224679143;0.410603728974;12.1127709434;0.00384643595702;-4.58907105608;1.1027182747;1.03156097596;1.1027182747;1.1027182747;1.03156097596;1.1027182747;1.1027182747;1.03156097596;1.1027182747
18;2.0;1.0459843462;0.00571578267297;0.958586922357;2.16984017258;0.0235687871186;1.24236682094;1.0459843462;0.00571578267297;0.958586922357;0.99596777733;1.05228666208;0.99596777733;0.99596777733;1.05228666208;0.99596777733;0.99596777733;1.05228666208;0.99596777733
19;2.0;0.999999999953;1000.0;1.0677162066;2.54249927734;0.0386864390132;1.05198223208;0.999999999953;1000.0;1.0677162066;0.995514601247;1.17012868887;0.995514601247;0.995514601247;1.17012868887;0.995514601247;0.995514601247;1.17012868887;0.995514601247
20;3.0;1.16364169791;0.00557024871935;0.906086400784;9.13744540798;0.0242738416137;1.04196732316;1.16364169791;0.00557024871935;0.906086400784;1.00696364522;1.02785360675;1.00696364522;1.00696364522;1.02785360675;1.00696364522;1.00696364522;1.02785360675;1.00696364522
21;3.0;1.17473729781;0.00397612423882;0.352180811276;1.65268611233;0.00710370877171;0.0853895427751;1.17473729781;0.00397612423882;0.352180811276;0.999830500924;1.00436026342;0.999830500924;0.999830500924;1.00436026342;0.999830500924;0.999830500924;1.00436026342;0.999830500924
22;3.0;1.00708363686;0.0384024060942;0.750559577935;2.0685162681;0.00509883252034;0.52744467947;1.00708363686;0.0384024060942;0.750559577935;1.00182434657;1.00280547906;1.00182434657;1.00182434657;1.00280547906;1.00182434657;1.00182434657;1.00280547906;1.00182434657
23;3.0;1.00000192225;0.37021741637;1.03087016648;11.5966876892;0.0255588173305;1.0944385193;1.00000192225;0.37021741637;1.03087016648;0.999591663392;1.03816074577;0.999591663392;0.999591663392;1.03816074577;0.999591663392;0.999591663392;1.03816074577;0.999591663392
24;3.0;1.25167482045;0.00386063430887;0.593249911018;1.43951183083;0.0154852774812;0.992998875391;1.25167482045;0.00386063430887;0.593249911018;1.00212929956;1.01158432572;1.00212929956;1.00212929956;1.01158432572;1.00212929956;1.00212929956;1.01158432572;1.00212929956
25;3.0;1.3293808143;0.00731621448004;0.797465543509;2.73987312706;0.0257004657682;1.11787685338;1.3293808143;0.00731621448004;0.797465543509;1.00793001919;1.0696314222;1.00793001919;1.00793001919;1.0696314222;1.00793001919;1.00793001919;1.0696314222;1.00793001919
26;3.0;2.23629256561;0.00924478019242;0.478496548481;5.2813226672;0.0125750566728;0.790390560057;2.23629256561;0.00924478019242;0.478496548481;1.00695770677;1.02890997707;1.00695770677;1.00695770677;1.02890997707;1.00695770677;1.00695770677;1.02890997707;1.00695770677
27;3.0;1.09676985136;0.00465872233387;0.902121537822;7.18920915439;0.0163652028234;0.815359589077;1.09676985136;0.00465872233387;0.902121537822;1.0050193311;1.02242331838;1.0050193311;1.0050193311;1.02242331838;1.0050193311;1.0050193311;1.02242331838;1.0050193311
28;3.0;2.55622642483;0.0155138315631;0.551591943333;1.27046644046;0.0171050092088;1.16584799675;2.55622642483;0.0155138315631;0.551591943333;1.00321079054;1.02092018521;1.00321079054;1.00321079054;1.02092018521;1.00321079054;1.00321079054;1.02092018521;1.00321079054
29;3.0;1.36867590616;0.0124139328239;0.761967909163;9.50701543016;0.0128324869443;0.093786337184;1.36867590616;0.0124139328239;0.761967909163;1.00661796255;1.03377739778;1.00661796255;1.00661796255;1.03377739778;1.00661796255;1.00661796255;1.03377739778;1.00661796255
30;4.0;1.02183050602;0.00658691210322;1.02381304629;12.2818428617;0.0240070078128;0.830319678939;1.02183050602;0.00658691210322;1.02381304629;1.00274569674;1.01455675896;1.00274569674;1.00274569674;1.01455675896;1.00274569674;1.00274569674;1.01455675896;1.00274569674
31;4.0;1.55493940761;0.00917690571312;0.728404976372;1.38984375842;0.0303912298277;1.29425125704;1.55493940761;0.00917690571312;0.728404976372;1.00239366005;1.01400048715;1.00239366005;1.00239366005;1.01400048715;1.00239366005;1.00239366005;1.01400048715;1.00239366005
32;4.0;1.47027936183;0.00770351032285;0.721152790929;2.01363376709;0.0271608523298;1.23165473211;1.47027936183;0.00770351032285;0.721152790929;0.999912124684;1.00975595637;0.999912124684;0.999912124684;1.00975595637;0.999912124684;0.999912124684;1.00975595637;0.999912124684
33;4.0;1.1352264433;0.00329497243078;0.628887818228;2.97994422206;0.0145450852701;0.306488653718;1.1352264433;0.00329497243078;0.628887818228;1.00186382683;1.00093731394;1.00186382683;1.00186382683;1.00093731394;1.00186382683;1.00186382683;1.00093731394;1.00186382683
34;4.0;1.53100536155;0.0152868650546;0.473293310316;2.9336637191;0.0082014641175;-0.433357440007;1.53100536155;0.0152868650546;0.473293310316;1.00123419439;1.00071840149;1.00123419439;1.00123419439;1.00071840149;1.00123419439;1.00123419439;1.00071840149;1.00123419439
35;4.0;1.49976390805;0.0246342391875;0.824276217982;1.58206661977;0.0329573128947;1.14694379393;1.49976390805;0.0246342391875;0.824276217982;1.0017487909;1.06364624345;1.0017487909;1.0017487909;1.06364624345;1.0017487909;1.0017487909;1.06364624345;1.0017487909
36;4.0;1.00349005935;0.0553062582752;1.02398259988;7.30463058541;0.0214157393931;1.04510345046;1.00349005935;0.0553062582752;1.02398259988;1.0012176298;1.00504126194;1.0012176298;1.0012176298;1.00504126194;1.0012176298;1.0012176298;1.00504126194;1.0012176298
37;4.0;1.6447536119;0.00843126208003;0.793940247958;1.18030150163;0.0431284128689;1.41095673136;1.6447536119;0.00843126208003;0.793940247958;1.00072051507;1.03387981704;1.00072051507;1.00072051507;1.03387981704;1.00072051507;1.00072051507;1.03387981704;1.00072051507
38;4.0;1.04402034489;0.0051460161769;0.960167390129;8.02195414981;0.0192454660664;0.974220950164;1.04402034489;0.0051460161769;0.960167390129;1.00316650117;1.00771544653;1.00316650117;1.00316650117;1.00771544653;1.00316650117;1.00316650117;1.00771544653;1.00316650117
39;4.0;1.00362380179;0.057806436456;0.854586176229;12.7254149626;0.0161555159381;0.275382953884;1.00362380179;0.057806436456;0.854586176229;1.00194261553;1.00463295329;1.00194261553;1.00194261553;1.00463295329;1.00194261553;1.00194261553;1.00463295329;1.00194261553
40;5.0;1.03313235192;0.0357400631496;0.85806854283;61.3047252342;0.0216937001656;0.218534926133;1.03313235192;0.0357400631496;0.85806854283;1.00347286482;1.00354892836;1.00347286482;1.00347286482;1.00354892836;1.00347286482;1.00347286482;1.00354892836;1.00347286482
41;5.0;1.01151902052;0.0506256295688;1.0550363518;1.75648131512;0.0308993251845;1.42612939482;1.01151902052;0.0506256295688;1.0550363518;1.00249851477;1.01849900876;1.00249851477;1.00249851477;1.01849900876;1.00249851477;1.00249851477;1.01849900876;1.00249851477
42;5.0;1.025076981;0.0384024060942;0.807813948866;4.1123633135;0.0126680646485;0.650893326963;1.025076981;0.0384024060942;0.807813948866;1.00220219236;1.00529947347;1.00220219236;1.00220219236;1.00529947347;1.00220219236;1.00220219236;1.00529947347;1.00220219236
43;5.0;1.0191483015;0.0456631593884;0.702978802765;1.82906113158;0.0136117320505;0.922445843405;1.0191483015;0.0456631593884;0.702978802765;1.00200027309;1.01022859202;1.00200027309;1.00200027309;1.01022859202;1.00200027309;1.00200027309;1.01022859202;1.00200027309
44;5.0;1.07083682641;0.00712993069709;1.02357641516;21.9523105195;0.0241400560328;0.904667551811;1.07083682641;0.00712993069709;1.02357641516;1.00850643314;1.01424602697;1.00850643314;1.00850643314;1.01424602697;1.00850643314;1.00850643314;1.01424602697;1.00850643314
45;5.0;2.28314603437;0.00178412444012;-0.206162108214;11.7145048979;0.0156573937016;-1.93620920605;2.28314603437;0.00178412444012;-0.206162108214;1.00271603331;1.00202872;1.00271603331;1.00271603331;1.00202872;1.00271603331;1.00271603331;1.00202872;1.00271603331
46;5.0;1.25411873422;0.00446544748705;0.837313237538;1.44028685937;0.0377709332671;1.22050225751;1.25411873422;0.00446544748705;0.837313237538;1.00379396852;1.03124924918;1.00379396852;1.00379396852;1.03124924918;1.00379396852;1.00379396852;1.03124924918;1.00379396852
47;5.0;1.06071574284;0.00636034023442;1.00583461129;2.13157984722;0.0226743869361;1.13573845504;1.06071574284;0.00636034023442;1.00583461129;1.00552214676;1.00125715572;1.00552214676;1.00552214676;1.00125715572;1.00552214676;1.00552214676;1.00125715572;1.00552214676
48;5.0;1.53956606817;0.00799264031037;0.724773560943;1.80810316377;0.0210248193644;1.00064084056;1.53956606817;0.00799264031037;0.724773560943;1.0008236455;1.00160447047;1.0008236455;1.0008236455;1.00160447047;1.0008236455;1.0008236455;1.00160447047;1.0008236455
49;5.0;1.0479020338;0.00491438466259;0.822251654303;6.18245379987;0.0232668009095;0.36272785367;1.0479020338;0.00491438466259;0.822251654303;1.00426953744;1.00077775226;1.00426953744;1.00426953744;1.00077775226;1.00426953744;1.00426953744;1.00077775226;1.00426953744
50;6.0;1.03376551665;0.0453279039143;0.855471083388;2.18253986318;0.0222604917243;1.19163318911;1.03376551665;0.0453279039143;0.855471083388;1.00108786903;1.00494084104;1.00108786903;1.00108786903;1.00494084104;1.00108786903;1.00108786903;1.00494084104;1.00108786903
51;6.0;1.99280656617;0.0168237417149;0.694966969217;4.61331429718;0.027614940665;0.639150506538;1.99280656617;0.0168237417149;0.694966969217;0.998984536498;1.00838733013;0.998984536498;0.998984536498;1.00838733013;0.998984536498;0.998984536498;1.00838733013;0.998984536498
52;6.0;1.01352058175;0.0406593953668;1.05006877243;1.00030491393;0.143620264287;1.46116193619;1.01352058175;0.0406593953668;1.05006877243;1.00165534056;0.998102849794;1.00165534056;1.00165534056;0.998102849794;1.00165534056;1.00165534056;0.998102849794;1.00165534056
