;T_A;Q_C;K11;K12;K21;K22;T11;T12;T21;T22;L11;L12;L21;L22
0;273.14999999999998;-90000.0;-1.752051034797887;3.2863265609506698;-0.8878154811611978;-2.740312000226268;41.00423432878341;29.356526715386167;10.442358027503348;24.51102875104542;22.018816789388808;18.80430346724495;11.540146898520147;19.38820449025828
1;280.64999999999998;-90000.0;-0.793979653503925;4.5707231315700865;-0.5263850086552395;-2.072040524686661;41.123064037717725;34.79061348620784;13.925969453575549;29.766247072889154;15.546809114098714;15.510789860744246;10.308174821459458;14.346139808517965
2;288.14999999999998;-90000.0;-0.596216765928034;4.115106013709541;-0.676091827849973;-3.249161525265407;38.114029034942234;33.42350995940612;16.842503387044427;35.33632782873817;11.93628414739078;16.00442966832872;10.612850421638598;12.373241088751563
3;295.64999999999998;-90000.0;-0.47554543865032883;2.969294470567358;-0.8170467144282725;-4.2576140292588605;35.62071146957311;30.371400312424036;18.161980453596897;50.007344717828914;12.174613607326961;13.499477582540543;8.212219061134746;1.269613860065455
4;303.14999999999998;-90000.0;-0.35302707326320615;1.7563664673357002;-0.7718755229800536;-4.19086373403502;30.34792087524284;27.41618373878454;18.772387939834434;50.69166118155913;12.183854070169627;7.734721902507765;8.314395454348578;0.0
