;omega;sigmax_b;sigmax_c;sigmax_s;sigmin_b;sigmin_c;sigmin_s
2712;27.122712271227122;0.015865055651216608;0.2594746703025901;1.1277696856748871;0.002349051850590812;0.03841899252392467;0.8298760228483729
2713;27.132713271327134;0.015853720790419717;0.2593845382326231;1.1277325862015077;0.0023473482837676534;0.038405233617091736;0.8299428143517933
2714;27.142714271427145;0.015842397951259763;0.2592944668513082;1.1276955065969902;0.0023456465608842976;0.038391484439243874;0.8300095553064392
2715;27.152715271527153;0.015831087116910895;0.25920445609941073;1.1276584468473645;0.002343946679291444;0.038377744980176154;0.8300762457677785
2716;27.162716271627165;0.015819788270576417;0.2591145059177701;1.1276214069386674;0.0023422486363445364;0.03836401522969756;0.8301428857912004
2717;27.172717271727173;0.015808501395488728;0.2590246162472993;1.1275843868569475;0.0023405524294037457;0.038350295177631326;0.8302094754320177
2718;27.182718271827184;0.015797226474909207;0.2589347870289858;1.1275473865882624;0.0023388580558339734;0.038336584813814814;0.8302760147454624
2719;27.192719271927196;0.015785963492128238;0.2588450182038907;1.1275104061186796;0.0023371655130048174;0.03832288412809935;0.8303425037866904
2720;27.202720272027204;0.01577471243046506;0.2587553097131483;1.1274734454342763;0.0023354747982905787;0.038309193110350415;0.8304089426107784
2721;27.212721272127215;0.015763473273267777;0.2586656614979671;1.1274365045211392;0.0023337859090702497;0.03829551175044746;0.8304753312727254
2722;27.222722272227223;0.015752246003913273;0.25857607349962863;1.1273995833653654;0.002332098842727499;0.03828184003828392;0.8305416698274531
2723;27.232723272327235;0.015741030605807137;0.25848654565948814;1.1273626819530609;0.002330413596650668;0.03826817796376726;0.8306079583298062
2724;27.242724272427242;0.01572982706238365;0.2583970779189735;1.1273258002703417;0.0023287301682327556;0.038254525516818905;0.8306741968345501
2725;27.252725272527254;0.015718635357105666;0.2583076702195863;1.1272889383033347;0.0023270485548714083;0.038240882687374085;0.8307403853963748
2726;27.262726272627265;0.0157074554734646;0.25821832250290067;1.1272520960381738;0.002325368753968913;0.03822724946538212;0.8308065240698916
2727;27.272727272727273;0.01569628739498034;0.2581290347105642;1.1272152734610057;0.0023236907629321877;0.03821362584080607;0.830872612909636
2728;27.282728272827285;0.01568513110520122;0.25803980678429667;1.1271784705579844;0.0023220145791727665;0.03820001180362296;0.8309386519700654
2729;27.292729272927293;0.015673986587703935;0.25795063866589085;1.1271416873152755;0.002320340200106797;0.038186407343823545;0.8310046413055617
2730;27.302730273027304;0.015662853826093483;0.25786153029721215;1.1271049237190525;0.002318667623155025;0.038172812451412394;0.8310705809704285
2731;27.312731273127316;0.015651732804003136;0.25777248162019845;1.1270681797555004;0.002316996845742786;0.03815922711640805;0.831136471018895
2732;27.322732273227324;0.015640623505094355;0.2576834925768597;1.127031455410813;0.0023153278653;0.038145651328842525;0.8312023115051114
2733;27.332733273327335;0.015629525913056722;0.2575945631092784;1.126994750671194;0.002313660679261147;0.03813208507876183;0.8312681024831544
2734;27.342734273427343;0.015618440011607906;0.2575056931596092;1.1269580655228562;0.0023119952850652807;0.038118528356225485;0.8313338440070221
2735;27.352735273527355;0.015607365784493623;0.2574168826700785;1.1269213999520231;0.0023103316801559946;0.03810498115130689;0.8313995361306384
2736;27.362736273627362;0.015596303215487528;0.25732813158298495;1.1268847539449272;0.0023086698619814387;0.03809144345409296;0.8314651789078498
2737;27.372737273727374;0.01558525228839118;0.2572394398406988;1.1268481274878115;0.002307009827994278;0.03807791525468432;0.8315307723924291
2738;27.382738273827385;0.015574212987034021;0.2571508073856622;1.1268115205669278;0.0023053515756517066;0.03806439654319528;0.8315963166380708
