;omega;sigmax_b;sigmax_c;sigmax_s;sigmin_b;sigmin_c;sigmin_s
0;0.0;494.55487777152376;1.0000000026502234;1.7571949132982936e-12;0.2781144905124769;1.000000000041885;7.931989304300947e-13
1;0.010001000100010001;40.32505072983398;1.0460501218998082;0.49470552171226434;0.0038931028710381134;0.9056699100028825;0.0002288897772837625
2;0.020002000200020003;35.84310837015117;1.0561208635325556;0.8797186796730391;0.003711700759629133;0.7802073361452162;0.00047628669040818497
3;0.030003000300030003;30.623194954635494;1.051859436910726;1.1387016788794375;0.0035310631607228;0.6523502789406185;0.0007614591216769436
4;0.040004000400040006;25.813305149709812;1.0456552032714566;1.3092213333401677;0.0033965237738393115;0.5389839096630843;0.001100979152117816
5;0.05000500050005001;21.783715641018865;1.0416113554212514;1.4274746938207723;0.003307764874474679;0.4445216512134756;0.0015067209215035534
6;0.060006000600060005;18.53811762629172;1.0404375218045139;1.5151080315608747;0.0032502819657467983;0.36766799104842507;0.0019862704840173918
7;0.07000700070007002;15.963755132907211;1.0419105310898518;1.5835428854679714;0.0032104105648645795;0.30553427513993753;0.002543941480702202
8;0.08000800080008001;13.930094756957086;1.0456766482808393;1.6389941276345519;0.003178860563134726;0.25520689207109126;0.0031817576175395723
9;0.09000900090009001;12.320467862465252;1.0514477160024067;1.6852373161339296;0.003150222024029783;0.21420055523204537;0.0039002830541753726
10;0.10001000100010002;11.039480069646984;1.0590239450631351;1.7248469555225696;0.0031216889047875696;0.18052426998656598;0.004699244270701897
11;0.11001100110011001;10.012294562810911;1.068277882033529;1.7597170202524295;0.003091979703194196;0.15262825863018759;0.005577939440334757
12;0.12001200120012001;9.181474924289088;1.0791351990799192;1.7912927121464923;0.0030606205411359737;0.12932266860052374;0.006535478540249414
13;0.13001300130013002;8.503440291869778;1.0915596936623626;1.820693413601281;0.003027525793833467;0.10969859518942;0.0075709108990571474
14;0.14001400140014003;7.945274802263862;1.105542780306148;1.848792770233562;0.0029927758975367954;0.09306100622070923;0.008683287052550209
15;0.15001500150015;7.482112073919961;1.1210964021177243;1.8762779998704657;0.002956511001726807;0.07887529458321628;0.009871685786453638
16;0.16001600160016002;7.09509753661793;1.1382483216641928;1.903695847588761;0.0029188863356227825;0.06672621025983326;0.01113522395605832
17;0.17001700170017003;6.76984803083739;1.1570390224173266;1.931488322881601;0.0028800572318673635;0.05628701239451432;0.01247305803833263
18;0.18001800180018002;6.495307614392023;1.177519695837884;1.9600202386307928;0.002840176566757994;0.04729665162226204;0.013884381498730445
19;0.19001900190019003;6.262905461322172;1.19975096369558;1.989600223303807;0.0027993962311829005;0.03954308720248853;0.015368419564880772
20;0.20002000200020004;6.0659381753707;1.2238021002460853;2.0204966401602498;0.0027578690590329214;0.03285120709807435;0.016924421830248546
21;0.21002100210021002;5.899116348771028;1.2497505916717795;2.0529496010878128;0.002715750016825137;0.02707415130788869;0.018551652605838
22;0.22002200220022003;5.758230425737538;1.2776819152736703;2.08718001820042;0.0026731964995966315;0.022087112978641063;0.020249378735881368
23;0.23002300230023004;5.6399030038977;1.3076894485646027;2.123396415900632;0.0026303679493991992;0.017782911299551896;0.02201685451060692
24;0.24002400240024002;5.541403809083046;1.33987443519866;2.1618000407828992;0.002587425081537733;0.01406880560772055;0.023853303258098618
25;0.25002500250025006;5.46051024365325;1.3743459442991786;2.20258865736416;0.002544528956564766;0.010864160760887653;0.025757895139194607
26;0.26002600260026004;5.395401206725472;1.4112207640485757;2.245959299588778;0.002501840059199296;0.008098685671537036;0.027729720589249454
27;0.27002700270027;5.344575306922626;1.4506231701009713;2.292110154903006;0.0024595174733871568;0.005711053755077569;0.02976775874446331
28;0.28002800280028006;5.3067870179643455;1.4926845046545762;2.3412416829888376;0.002417718186450965;0.003647779037418393;0.031870840060416
29;0.29002900290029004;5.280996049621913;1.5375424928593417;2.39355700936774;0.002376596514717397;0.001862268076498683;0.03403760218213957
30;0.3000300030003;5.2663264272404255;1.5853402095980431;2.449261580470233;0.0023363036150188176;0.00031399927623864413;0.03626643796863446
31;0.31003100310031007;5.262032638877172;1.6362245915960527;2.508562017918249;0.002296987027453276;0.0010321987570412884;0.038555434425307
32;0.32003200320032005;5.267470824009956;1.6903443674658987;2.5716640632085204;0.002258790180791407;0.002206786144669083;0.04090230117859047
33;0.33003300330033003;5.282073415640834;1.7478472521401751;2.6387694583034222;0.0022218517814415095;0.0032360775938200903;0.043304287071777484
34;0.34003400340034007;5.30532596195296;1.8088762231655713;2.7100715626272063;0.002186304997664511;0.004142741427863087;0.04575808351860491
35;0.35003500350035005;5.336745084626837;1.8735646663684293;2.785749463981296;0.002152276342398611;0.004946236508716281;0.04825971348945421
36;0.36003600360036003;5.375856710614477;1.942030150688128;2.8659603033692194;0.0021198841511234343;0.005663191218407751;0.05080440551678552
37;0.37003700370037007;5.4221738707610285;2.014366571807306;2.9508295079604863;0.0020892365462478134;0.00630772856437879;0.05338645301292179
38;0.38003800380038005;5.4751735194742;2.090634399800977;3.040438622557585;0.002060428779809201;0.006891741560349161;0.05599906064675011
39;0.39003900390039004;5.5342720234315355;2.1708487894312074;3.134810463006972;0.0020335398542642006;0.00742512321975351;0.05863418170621931
40;0.4000400040004001;5.598799225479552;2.2549653796357902;3.233891405874547;0.0020086283432201473;0.007915955791465364;0.0612823534736163
41;0.41004100410041006;5.667971345914005;2.342863742837922;3.3375308042710663;0.001985727375925483;0.008370664331854977;0.06393254183501139
42;0.42004200420042004;5.740863469532468;2.434328670544387;3.4454578114473122;0.001964838819249741;0.008794140429226932;0.06657201172800098
