Time,Gascooler_Valve_System.HPValve.vleFluidB.d,Gascooler_Valve_System.HPValve.vleFluidB.h,Gascooler_Valve_System.HPValve.vleFluidB.p,Gascooler_Valve_System.HPValve.vleFluidB.s,Gascooler_Valve_System.HPValve.vleFluidB.T,Gascooler_Valve_System.HPValve.vleFluidB.M,Gascooler_Valve_System.HPValve.vleFluidB.q,Gascooler_Valve_System.HPValve.vleFluidB.cp,Gascooler_Valve_System.HPValve.vleFluidB.cv,Gascooler_Valve_System.HPValve.vleFluidA.d,Gascooler_Valve_System.HPValve.vleFluidA.h,Gascooler_Valve_System.HPValve.vleFluidA.p,Gascooler_Valve_System.HPValve.vleFluidA.s,Gascooler_Valve_System.HPValve.vleFluidA.T,Gascooler_Valve_System.HPValve.vleFluidA.M,Gascooler_Valve_System.HPValve.vleFluidA.q,Gascooler_Valve_System.HPValve.vleFluidA.cp,Gascooler_Valve_System.HPValve.vleFluidA.cv,Gascooler_Valve_System.HPValve.vleFluidA.w,Gascooler_Valve_System.HPValve.vleFluidA.kappa,Gascooler_Valve_System.HPValve.vleFluidA.beta,Gascooler_Valve_System.HPValve.vleFluidB.beta,Gascooler_Valve_System.HPValve.vleFluidB.kappa,Gascooler_Valve_System.HPValve.vleFluidB.w,Gascooler_Valve_System.HPValve.vleFluidB.drhodh_pxi,Gascooler_Valve_System.HPValve.vleFluidB.drhodp_hxi,Gascooler_Valve_System.HPValve.vleFluidB.gamma,Gascooler_Valve_System.HPValve.vleFluidA.drhodh_pxi,Gascooler_Valve_System.HPValve.vleFluidA.drhodp_hxi,Gascooler_Valve_System.HPValve.vleFluidA.gamma
1.06,401.094,350000,7.39047e+006,1491.89,304.232,0.0440098,1,206235,1796.72,278.602,398107,7.7e+006,1645.89,309.864,0.0440098,1,5847.84,1070.51,200.489,4.87797e-007,0.0457739,1.76945,1.16165e-005,156.957,-0.0034413,4.91716e-005,114.784,-0.00218075,3.27056e-005,5.46267
1.08,402.75,350000,7.4246e+006,1491.62,304.453,0.0440098,1,155509,1723.75,272.443,400977,7.7e+006,1655.15,310.378,0.0440098,1,5352.36,1053.95,202.197,4.55937e-007,0.0414762,1.3383,8.80393e-006,159.509,-0.00346603,4.79093e-005,90.2157,-0.0021112,3.22089e-005,5.0784
1.1,404.226,350000,7.45571e+006,1491.36,304.655,0.0440098,1,127614,1673.53,266.673,403754,7.7e+006,1664.09,310.918,0.0440098,1,4935.38,1038.73,203.852,4.28753e-007,0.0378543,1.10024,7.24428e-006,161.37,-0.00348509,4.70238e-005,76.2543,-0.00204538,3.17341e-005,4.75134
1.12,405.543,350000,7.48393e+006,1491.13,304.838,0.0440098,1,110031,1635.32,261.287,406427,7.7e+006,1672.68,311.481,0.0440098,1,4582.92,1024.83,205.449,4.05474e-007,0.0347883,0.949766,6.25535e-006,162.859,-0.00350056,4.63347e-005,67.2843,-0.0019834,3.12823e-005,4.47189
1.14,406.716,350000,7.5094e+006,1490.93,305.002,0.0440098,1,98007.3,1604.88,256.278,408991,7.7e+006,1680.9,312.06,0.0440098,1,4283.78,1012.17,206.983,3.85473e-007,0.0321822,0.846608,5.57556e-006,164.103,-0.0035133,4.57716e-005,61.0682,-0.00192531,3.08542e-005,4.23228
1.16,407.757,350000,7.53226e+006,1490.74,305.15,0.0440098,1,89327.9,1580.1,251.636,411437,7.7e+006,1688.73,312.649,0.0440098,1,4028.9,1000.68,208.447,3.68236e-007,0.0299581,0.771974,5.08254e-006,165.162,-0.00352385,4.53009e-005,56.5332,-0.00187111,3.04506e-005,4.02616
1.18,408.677,350000,7.55266e+006,1490.58,305.281,0.0440098,1,82820.6,1559.66,247.348,413759,7.7e+006,1696.15,313.242,0.0440098,1,3811.03,990.293,209.84,3.53342e-007,0.0280539,0.7159,4.71132e-006,166.07,-0.0035326,4.4903e-005,53.1015,-0.00182079,3.00717e-005,3.84839
1.2,409.487,350000,7.57076e+006,1490.44,305.397,0.0440098,1,77810,1542.71,243.394,415959,7.7e+006,1703.17,313.834,0.0440098,1,3623.8,980.901,211.159,3.40416e-007,0.026415,0.672641,4.42439e-006,166.851,-0.00353987,4.45652e-005,50.4371,-0.00177417,2.97167e-005,3.69436
1.22,410.196,350000,7.58673e+006,1490.31,305.5,0.0440098,1,73874.2,1528.59,239.758,418034,7.7e+006,1709.77,314.419,0.0440098,1,3462.44,972.427,212.404,3.29173e-007,0.0250003,0.638602,4.19825e-006,167.522,-0.00354592,4.42779e-005,48.3284,-0.00173116,2.93857e-005,3.56062
1.24,410.816,350000,7.60076e+006,1490.2,305.589,0.0440098,1,70735.9,1516.78,236.429,419979,7.7e+006,1715.95,314.993,0.0440098,1,3323.11,964.802,213.573,3.19384e-007,0.0237769,0.61142,4.01739e-006,168.098,-0.00355097,4.40332e-005,46.6355,-0.00169165,2.90784e-005,3.44434
1.26,411.354,350000,7.61301e+006,1490.1,305.668,0.0440098,1,68205.5,1506.9,233.389,421796,7.7e+006,1721.72,315.55,0.0440098,1,3202.53,957.955,214.665,3.10847e-007,0.0227168,0.589474,3.87121e-006,168.592,-0.00355517,4.38251e-005,45.2622,-0.00165552,2.87943e-005,3.3431
1.28,411.82,350000,7.62367e+006,1490.01,305.736,0.0440098,1,66148.6,1498.62,230.623,423484,7.7e+006,1727.06,316.086,0.0440098,1,3097.99,951.816,215.68,3.03392e-007,0.0217963,0.571614,3.75212e-006,169.014,-0.00355869,4.36482e-005,44.1398,-0.00162257,2.85327e-005,3.25482
1.3,412.223,350000,7.63292e+006,1489.94,305.795,0.0440098,1,64459.6,1491.64,228.112,425045,7.7e+006,1732,316.598,0.0440098,1,3007.17,946.32,216.621,2.96875e-007,0.0209957,0.556934,3.65415e-006,169.376,-0.00356163,4.34975e-005,43.2138,-0.00159265,2.82927e-005,3.17776
1.32,412.572,350000,7.64094e+006,1489.88,305.846,0.0440098,1,63063.2,1485.76,225.839,426485,7.7e+006,1736.54,317.083,0.0440098,1,2928.14,941.407,217.488,2.91171e-007,0.0202981,0.544788,3.57303e-006,169.686,-0.00356411,4.3369e-005,42.4451,-0.00156553,2.80733e-005,3.11039
1.34,412.872,350000,7.64787e+006,1489.82,305.89,0.0440098,1,61904.6,1480.8,223.784,427808,7.7e+006,1740.71,317.54,0.0440098,1,2859.2,937.016,218.285,2.86168e-007,0.019689,0.534702,3.50563e-006,169.951,-0.00356619,4.32596e-005,41.8049,-0.00154102,2.78733e-005,3.05139
1.36,413.13,350000,7.65385e+006,1489.77,305.928,0.0440098,1,60938.5,1476.6,221.927,429022,7.7e+006,1744.53,317.969,0.0440098,1,2798.88,933.09,219.017,2.81771e-007,0.0191554,0.526287,3.44936e-006,170.177,-0.00356794,4.31664e-005,41.2695,-0.00151886,2.7691e-005,2.99958
1.38,413.352,350000,7.659e+006,1489.73,305.961,0.0440098,1,60129.1,1473.04,220.247,430135,7.7e+006,1748.03,318.371,0.0440098,1,2745.86,929.57,219.689,2.77888e-007,0.018686,0.519233,3.40218e-006,170.371,-0.00356942,4.30868e-005,40.8196,-0.00149881,2.75249e-005,2.9539
1.4,413.543,350000,7.66344e+006,1489.7,305.989,0.0440098,1,59448.8,1470.03,218.74,431146,7.7e+006,1751.2,318.742,0.0440098,1,2699.53,926.442,220.299,2.74483e-007,0.0182754,0.513301,3.36249e-006,170.537,-0.00357068,4.30189e-005,40.4406,-0.00148084,2.73749e-005,2.91387
1.42,413.707,350000,7.66726e+006,1489.67,306.013,0.0440098,1,58874.9,1467.46,217.401,432056,7.7e+006,1754.06,319.082,0.0440098,1,2659.28,923.681,220.848,2.71514e-007,0.0179184,0.508296,3.32899e-006,170.679,-0.00357174,4.29609e-005,40.1203,-0.00146486,2.72408e-005,2.879
1.44,413.849,350000,7.67056e+006,1489.64,306.034,0.0440098,1,58388,1465.27,216.202,432878,7.7e+006,1756.63,319.393,0.0440098,1,2624,921.228,221.345,2.68904e-007,0.0176054,0.504047,3.30054e-006,170.801,-0.00357265,4.29111e-005,39.848,-0.00145058,2.71202e-005,2.84838
1.46,413.972,350000,7.67342e+006,1489.62,306.052,0.0440098,1,57972.3,1463.39,215.129,433621,7.7e+006,1758.96,319.678,0.0440098,1,2593,919.046,221.794,2.66604e-007,0.01733,0.50042,3.27625e-006,170.906,-0.00357342,4.28682e-005,39.6152,-0.00143779,2.70116e-005,2.82141
1.48,414.078,350000,7.67591e+006,1489.6,306.068,0.0440098,1,57615.1,1461.76,214.166,434294,7.7e+006,1761.06,319.939,0.0440098,1,2565.63,917.098,222.201,2.64568e-007,0.0170867,0.497301,3.25536e-006,170.997,-0.00357409,4.2831e-005,39.4149,-0.00142632,2.69138e-005,2.79755
1.5,414.171,350000,7.67807e+006,1489.58,306.082,0.0440098,1,57308.6,1460.36,213.312,434894,7.7e+006,1762.94,320.174,0.0440098,1,2541.71,915.38,222.564,2.62785e-007,0.0168741,0.494625,3.23743e-006,171.076,-0.00357467,4.27989e-005,39.2428,-0.00141615,2.68268e-005,2.77667
1.52,414.251,350000,7.67993e+006,1489.57,306.093,0.0440098,1,57046.8,1459.16,212.569,435421,7.7e+006,1764.58,320.382,0.0440098,1,2521.17,913.891,222.882,2.6125e-007,0.0166913,0.492339,3.22211e-006,171.144,-0.00357516,4.27713e-005,39.0957,-0.0014073,2.67507e-005,2.75872
1.54,414.32,350000,7.68156e+006,1489.56,306.104,0.0440098,1,56819.9,1458.12,211.914,435887,7.7e+006,1766.04,320.568,0.0440098,1,2503.27,912.586,223.164,2.59912e-007,0.016532,0.490357,3.20883e-006,171.204,-0.00357559,4.27473e-005,38.9681,-0.00139952,2.66836e-005,2.74306
1.56,414.382,350000,7.68299e+006,1489.54,306.113,0.0440098,1,56622.1,1457.2,211.338,436300,7.7e+006,1767.32,320.733,0.0440098,1,2487.67,911.44,223.414,2.58743e-007,0.0163931,0.488628,3.19724e-006,171.256,-0.00357597,4.27262e-005,38.8567,-0.00139266,2.66243e-005,2.72939
1.58,414.436,350000,7.68426e+006,1489.53,306.121,0.0440098,1,56448.1,1456.4,210.83,436666,7.7e+006,1768.46,320.88,0.0440098,1,2474.04,910.433,223.635,2.57719e-007,0.0162716,0.487108,3.18706e-006,171.301,-0.0035763,4.27076e-005,38.7587,-0.00138662,2.65719e-005,2.71743
1.6,414.483,350000,7.68538e+006,1489.53,306.128,0.0440098,1,56295.6,1455.69,210.387,436986,7.7e+006,1769.46,321.01,0.0440098,1,2462.25,909.558,223.829,2.56834e-007,0.0161666,0.485776,3.17812e-006,171.342,-0.00357658,4.26913e-005,38.6727,-0.00138135,2.65262e-005,2.70708
1.62,414.524,350000,7.68633e+006,1489.52,306.134,0.0440098,1,56165.4,1455.09,210.014,437256,7.7e+006,1770.3,321.12,0.0440098,1,2452.38,908.823,223.992,2.56092e-007,0.0160787,0.484638,3.1705e-006,171.376,-0.00357683,4.26773e-005,38.5993,-0.00137692,2.64876e-005,2.69842
1.64,414.559,350000,7.68716e+006,1489.51,306.139,0.0440098,1,56053.3,1454.57,209.697,437487,7.7e+006,1771.02,321.214,0.0440098,1,2444.03,908.198,224.132,2.55463e-007,0.0160042,0.483659,3.16393e-006,171.406,-0.00357705,4.26652e-005,38.5361,-0.00137315,2.64547e-005,2.69108
1.66,414.59,350000,7.68788e+006,1489.51,306.144,0.0440098,1,55956.7,1454.12,209.429,437682,7.7e+006,1771.63,321.294,0.0440098,1,2437.04,907.673,224.25,2.54936e-007,0.0159418,0.482814,3.15827e-006,171.432,-0.00357723,4.26547e-005,38.4815,-0.00136998,2.6427e-005,2.68493
1.68,414.616,350000,7.68849e+006,1489.5,306.148,0.0440098,1,55873.5,1453.73,209.207,437845,7.7e+006,1772.13,321.361,0.0440098,1,2431.24,907.237,224.348,2.54499e-007,0.0158901,0.482087,3.1534e-006,171.454,-0.00357739,4.26457e-005,38.4346,-0.00136734,2.64039e-005,2.67983
1.7,414.639,350000,7.68903e+006,1489.5,306.151,0.0440098,1,55801.8,1453.4,209.025,437977,7.7e+006,1772.55,321.416,0.0440098,1,2426.52,906.882,224.428,2.54144e-007,0.0158481,0.48146,3.1492e-006,171.474,-0.00357752,4.2638e-005,38.3941,-0.00136518,2.6385e-005,2.67568
1.72,414.659,350000,7.6895e+006,1489.49,306.154,0.0440098,1,55739,1453.1,208.883,438082,7.7e+006,1772.87,321.459,0.0440098,1,2422.82,906.602,224.492,2.53865e-007,0.0158151,0.480911,3.14551e-006,171.49,-0.00357764,4.26311e-005,38.3586,-0.00136349,2.63702e-005,2.67242
1.74,414.676,350000,7.6899e+006,1489.49,306.157,0.0440098,1,55685,1452.85,208.774,438162,7.7e+006,1773.12,321.492,0.0440098,1,2420.01,906.39,224.54,2.53652e-007,0.01579,0.480439,3.14235e-006,171.505,-0.00357775,4.26253e-005,38.3281,-0.0013622,2.63589e-005,2.66995
1.76,414.691,350000,7.69025e+006,1489.49,306.159,0.0440098,1,55639,1452.64,208.696,438219,7.7e+006,1773.3,321.515,0.0440098,1,2418.01,906.238,224.574,2.53501e-007,0.0157721,0.480037,3.13965e-006,171.517,-0.00357783,4.26202e-005,38.3021,-0.00136128,2.63508e-005,2.66818
1.78,414.703,350000,7.69054e+006,1489.48,306.161,0.0440098,1,55600.6,1452.46,208.647,438255,7.7e+006,1773.41,321.53,0.0440098,1,2416.73,906.142,224.596,2.53405e-007,0.0157607,0.479701,3.1374e-006,171.528,-0.00357791,4.26161e-005,38.2804,-0.00136069,2.63456e-005,2.66706
1.8,414.714,350000,7.69078e+006,1489.48,306.162,0.0440098,1,55568.8,1452.31,208.623,438273,7.7e+006,1773.47,321.538,0.0440098,1,2416.11,906.095,224.607,2.53358e-007,0.0157552,0.479423,3.13554e-006,171.536,-0.00357797,4.26126e-005,38.2624,-0.0013604,2.63431e-005,2.66651
1.82,414.723,350000,7.69099e+006,1489.48,306.163,0.0440098,1,55540.1,1452.17,208.62,438275,7.7e+006,1773.47,321.539,0.0440098,1,2416.03,906.088,224.609,2.53352e-007,0.0157544,0.479172,3.13385e-006,171.544,-0.00357802,4.26095e-005,38.2462,-0.00136037,2.63428e-005,2.66644
1.84,414.731,350000,7.69118e+006,1489.48,306.165,0.0440098,1,55515.8,1452.06,208.637,438263,7.7e+006,1773.43,321.534,0.0440098,1,2416.47,906.121,224.601,2.53385e-007,0.0157583,0.47896,3.13243e-006,171.551,-0.00357807,4.26068e-005,38.2324,-0.00136057,2.63446e-005,2.66682
1.86,414.737,350000,7.69133e+006,1489.48,306.166,0.0440098,1,55495.4,1451.96,208.672,438237,7.7e+006,1773.35,321.523,0.0440098,1,2417.37,906.19,224.585,2.53453e-007,0.0157664,0.478782,3.13123e-006,171.556,-0.00357811,4.26046e-005,38.2209,-0.00136098,2.63482e-005,2.66762
1.88,414.743,350000,7.69146e+006,1489.48,306.166,0.0440098,1,55478.6,1451.89,208.723,438199,7.7e+006,1773.24,321.507,0.0440098,1,2418.7,906.291,224.562,2.53553e-007,0.0157783,0.478635,3.13025e-006,171.561,-0.00357814,4.26027e-005,38.2115,-0.0013616,2.63536e-005,2.66879
1.9,414.747,350000,7.69156e+006,1489.48,306.167,0.0440098,1,55465,1451.82,208.79,438150,7.7e+006,1773.09,321.487,0.0440098,1,2420.42,906.421,224.533,2.53683e-007,0.0157936,0.478516,3.12945e-006,171.564,-0.00357817,4.26013e-005,38.2037,-0.00136238,2.63605e-005,2.6703
1.92,414.751,350000,7.69165e+006,1489.48,306.168,0.0440098,1,55452.7,1451.76,208.867,438093,7.7e+006,1772.91,321.464,0.0440098,1,2422.42,906.572,224.499,2.53834e-007,0.0158115,0.478408,3.12873e-006,171.568,-0.00357819,4.25999e-005,38.1968,-0.0013633,2.63686e-005,2.67207
1.94,414.754,350000,7.69173e+006,1489.48,306.168,0.0440098,1,55442,1451.71,208.956,438029,7.7e+006,1772.71,321.437,0.0440098,1,2424.71,906.745,224.459,2.54007e-007,0.0158319,0.478315,3.1281e-006,171.571,-0.00357821,4.25987e-005,38.1907,-0.00136435,2.63777e-005,2.67408
1.96,414.757,350000,7.6918e+006,1489.47,306.169,0.0440098,1,55432.6,1451.67,209.054,437956,7.7e+006,1772.48,321.407,0.0440098,1,2427.26,906.937,224.416,2.54199e-007,0.0158546,0.478232,3.12755e-006,171.573,-0.00357823,4.25977e-005,38.1854,-0.00136552,2.6388e-005,2.67633
1.98,414.76,350000,7.69187e+006,1489.47,306.169,0.0440098,1,55423.9,1451.63,209.161,437878,7.7e+006,1772.24,321.375,0.0440098,1,2430.05,907.147,224.368,2.54409e-007,0.0158795,0.478156,3.12704e-006,171.576,-0.00357824,4.25968e-005,38.1805,-0.00136679,2.63991e-005,2.67878
2,414.763,350000,7.69193e+006,1489.47,306.169,0.0440098,1,55415.5,1451.59,209.277,437794,7.7e+006,1771.98,321.34,0.0440098,1,2433.05,907.374,224.317,2.54636e-007,0.0159063,0.478083,3.12655e-006,171.578,-0.00357826,4.25958e-005,38.1758,-0.00136816,2.64111e-005,2.68142
2,414.763,350000,7.69193e+006,1489.47,306.169,0.0440098,1,55415.5,1451.59,209.277,437794,7.7e+006,1771.98,321.34,0.0440098,1,2433.05,907.374,224.317,2.54636e-007,0.0159063,0.478083,3.12655e-006,171.578,-0.00357826,4.25958e-005,38.1758,-0.00136816,2.64111e-005,2.68142
2.02,414.764,350000,7.69197e+006,1489.47,306.17,0.0440098,1,55410.5,1451.57,209.396,437706,7.7e+006,1771.7,321.304,0.0440098,1,2436.17,907.608,224.264,2.54871e-007,0.0159341,0.478039,3.12625e-006,171.579,-0.00357827,4.25953e-005,38.1729,-0.00136958,2.64235e-005,2.68417
2.04,414.766,350000,7.692e+006,1489.47,306.17,0.0440098,1,55406.5,1451.55,209.522,437614,7.7e+006,1771.42,321.267,0.0440098,1,2439.46,907.855,224.209,2.55119e-007,0.0159635,0.478004,3.12602e-006,171.58,-0.00357828,4.25949e-005,38.1706,-0.00137108,2.64366e-005,2.68706
2.06,414.767,350000,7.69202e+006,1489.47,306.17,0.0440098,1,55403.3,1451.53,209.653,437519,7.7e+006,1771.12,321.227,0.0440098,1,2442.9,908.113,224.151,2.55378e-007,0.0159941,0.477977,3.12583e-006,171.581,-0.00357828,4.25945e-005,38.1688,-0.00137264,2.64502e-005,2.69009
2.08,414.768,350000,7.69204e+006,1489.47,306.17,0.0440098,1,55401,1451.52,209.79,437419,7.7e+006,1770.81,321.187,0.0440098,1,2446.49,908.382,224.091,2.55648e-007,0.0160261,0.477956,3.1257e-006,171.582,-0.00357829,4.25943e-005,38.1675,-0.00137426,2.64644e-005,2.69324
2.1,414.768,350000,7.69206e+006,1489.47,306.17,0.0440098,1,55399.2,1451.51,209.93,437317,7.7e+006,1770.49,321.145,0.0440098,1,2450.18,908.658,224.029,2.55926e-007,0.016059,0.477941,3.12559e-006,171.582,-0.00357829,4.25941e-005,38.1665,-0.00137593,2.64789e-005,2.69648
2.12,414.768,350000,7.69206e+006,1489.47,306.17,0.0440098,1,55398.1,1451.51,210.074,437212,7.7e+006,1770.17,321.102,0.0440098,1,2453.98,908.941,223.966,2.56212e-007,0.0160929,0.477931,3.12553e-006,171.583,-0.00357829,4.25939e-005,38.1659,-0.00137764,2.64938e-005,2.69982
2.14,414.769,350000,7.69207e+006,1489.47,306.17,0.0440098,1,55397.5,1451.51,210.222,437105,7.7e+006,1769.83,321.059,0.0440098,1,2457.89,909.233,223.901,2.56506e-007,0.0161277,0.477926,3.1255e-006,171.583,-0.0035783,4.25939e-005,38.1656,-0.0013794,2.65092e-005,2.70326
2.16,414.769,350000,7.69207e+006,1489.47,306.17,0.0440098,1,55397.7,1451.51,210.375,436995,7.7e+006,1769.49,321.014,0.0440098,1,2461.92,909.533,223.834,2.56809e-007,0.0161637,0.477927,3.1255e-006,171.583,-0.00357829,4.25939e-005,38.1656,-0.00138121,2.65249e-005,2.7068
2.18,414.768,350000,7.69206e+006,1489.47,306.17,0.0440098,1,55398.1,1451.51,210.529,436883,7.7e+006,1769.14,320.968,0.0440098,1,2466.01,909.838,223.766,2.57117e-007,0.0162002,0.477931,3.12553e-006,171.583,-0.00357829,4.25939e-005,38.1659,-0.00138304,2.65408e-005,2.71039
2.2,414.768,350000,7.69206e+006,1489.47,306.17,0.0440098,1,55398.9,1451.51,210.686,436770,7.7e+006,1768.79,320.923,0.0440098,1,2470.19,910.148,223.698,2.5743e-007,0.0162374,0.477938,3.12557e-006,171.582,-0.00357829,4.2594e-005,38.1663,-0.0013849,2.6557e-005,2.71405
2.22,414.768,350000,7.69205e+006,1489.47,306.17,0.0440098,1,55400.2,1451.52,210.845,436655,7.7e+006,1768.43,320.876,0.0440098,1,2474.46,910.464,223.628,2.57751e-007,0.0162754,0.477949,3.12565e-006,171.582,-0.00357829,4.25942e-005,38.1671,-0.0013868,2.65735e-005,2.7178
2.24,414.767,350000,7.69203e+006,1489.47,306.17,0.0440098,1,55402,1451.53,211.008,436537,7.7e+006,1768.06,320.828,0.0440098,1,2478.82,910.786,223.557,2.58078e-007,0.0163142,0.477965,3.12576e-006,171.582,-0.00357829,4.25944e-005,38.1681,-0.00138874,2.65903e-005,2.72162
2.26,414.767,350000,7.69202e+006,1489.47,306.17,0.0440098,1,55404,1451.54,211.172,436419,7.7e+006,1767.69,320.781,0.0440098,1,2483.22,911.111,223.486,2.58408e-007,0.0163534,0.477982,3.12587e-006,171.581,-0.00357828,4.25946e-005,38.1692,-0.00139069,2.66072e-005,2.72548
2.28,414.766,350000,7.692e+006,1489.47,306.17,0.0440098,1,55406.1,1451.55,211.338,436300,7.7e+006,1767.32,320.733,0.0440098,1,2487.67,911.44,223.414,2.58742e-007,0.0163931,0.478001,3.126e-006,171.58,-0.00357828,4.25948e-005,38.1705,-0.00139266,2.66243e-005,2.72938
2.3,414.765,350000,7.69198e+006,1489.47,306.17,0.0440098,1,55408.7,1451.56,211.505,436180,7.7e+006,1766.95,320.685,0.0440098,1,2492.18,911.772,223.341,2.59081e-007,0.0164333,0.478023,3.12615e-006,171.58,-0.00357827,4.25951e-005,38.1719,-0.00139465,2.66415e-005,2.73334
2.32,414.764,350000,7.69196e+006,1489.47,306.17,0.0440098,1,55411.5,1451.57,211.675,436059,7.7e+006,1766.57,320.636,0.0440098,1,2496.77,912.109,223.268,2.59424e-007,0.0164741,0.478048,3.12631e-006,171.579,-0.00357827,4.25954e-005,38.1735,-0.00139666,2.66589e-005,2.73736
2.34,414.763,350000,7.69194e+006,1489.47,306.169,0.0440098,1,55414.4,1451.58,211.845,435937,7.7e+006,1766.19,320.587,0.0440098,1,2501.38,912.447,223.194,2.5977e-007,0.0165152,0.478074,3.12649e-006,171.578,-0.00357826,4.25957e-005,38.1751,-0.00139869,2.66764e-005,2.7414
2.36,414.762,350000,7.69192e+006,1489.47,306.169,0.0440098,1,55417.5,1451.6,212.016,435815,7.7e+006,1765.81,320.539,0.0440098,1,2506.03,912.788,223.12,2.60118e-007,0.0165566,0.478101,3.12667e-006,171.577,-0.00357826,4.25961e-005,38.1769,-0.00140072,2.6694e-005,2.74547
2.38,414.761,350000,7.69189e+006,1489.47,306.169,0.0440098,1,55420.8,1451.61,212.188,435692,7.7e+006,1765.43,320.49,0.0440098,1,2510.73,913.131,223.046,2.60469e-007,0.0165984,0.478129,3.12686e-006,171.576,-0.00357825,4.25964e-005,38.1787,-0.00140277,2.67117e-005,2.74958
2.4,414.76,350000,7.69187e+006,1489.47,306.169,0.0440098,1,55424.3,1451.63,212.361,435569,7.7e+006,1765.04,320.441,0.0440098,1,2515.47,913.477,222.971,2.60824e-007,0.0166406,0.47816,3.12706e-006,171.575,-0.00357824,4.25968e-005,38.1807,-0.00140483,2.67294e-005,2.75373
2.42,414.759,350000,7.69184e+006,1489.47,306.169,0.0440098,1,55427.9,1451.65,212.535,435445,7.7e+006,1764.66,320.391,0.0440098,1,2520.25,913.825,222.896,2.61182e-007,0.0166831,0.478192,3.12728e-006,171.574,-0.00357824,4.25972e-005,38.1828,-0.00140691,2.67473e-005,2.75791
2.44,414.758,350000,7.69181e+006,1489.47,306.169,0.0440098,1,55431.7,1451.67,212.71,435320,7.7e+006,1764.27,320.342,0.0440098,1,2525.06,914.174,222.821,2.61541e-007,0.0167259,0.478224,3.1275e-006,171.573,-0.00357823,4.25976e-005,38.1849,-0.00140899,2.67652e-005,2.76212
2.46,414.756,350000,7.69178e+006,1489.47,306.168,0.0440098,1,55435.5,1451.68,212.886,435196,7.7e+006,1763.88,320.293,0.0440098,1,2529.9,914.526,222.746,2.61903e-007,0.016769,0.478258,3.12772e-006,171.572,-0.00357822,4.2598e-005,38.1871,-0.00141108,2.67832e-005,2.76635
2.48,414.755,350000,7.69175e+006,1489.48,306.168,0.0440098,1,55439.5,1451.7,213.062,435071,7.7e+006,1763.49,320.244,0.0440098,1,2534.78,914.879,222.671,2.62267e-007,0.0168124,0.478293,3.12796e-006,171.571,-0.00357821,4.25985e-005,38.1893,-0.00141317,2.68012e-005,2.77061
2.5,414.754,350000,7.69172e+006,1489.48,306.168,0.0440098,1,55443.6,1451.72,213.239,434946,7.7e+006,1763.1,320.194,0.0440098,1,2539.68,915.233,222.595,2.62634e-007,0.016856,0.478329,3.1282e-006,171.57,-0.00357821,4.25989e-005,38.1917,-0.00141528,2.68193e-005,2.7749
2.52,414.752,350000,7.69169e+006,1489.48,306.168,0.0440098,1,55447.8,1451.74,213.416,434821,7.7e+006,1762.71,320.145,0.0440098,1,2544.61,915.589,222.519,2.63001e-007,0.0168999,0.478366,3.12844e-006,171.569,-0.0035782,4.25994e-005,38.194,-0.00141739,2.68374e-005,2.77921
2.54,414.751,350000,7.69166e+006,1489.48,306.168,0.0440098,1,55452.1,1451.76,213.594,434696,7.7e+006,1762.32,320.096,0.0440098,1,2549.57,915.946,222.444,2.63371e-007,0.0169439,0.478403,3.12869e-006,171.568,-0.00357819,4.25998e-005,38.1964,-0.0014195,2.68555e-005,2.78354
2.56,414.75,350000,7.69162e+006,1489.48,306.167,0.0440098,1,55456.4,1451.78,213.772,434570,7.7e+006,1761.93,320.047,0.0440098,1,2554.55,916.304,222.368,2.63742e-007,0.0169882,0.478441,3.12895e-006,171.567,-0.00357818,4.26003e-005,38.1989,-0.00142162,2.68737e-005,2.78788
2.58,414.748,350000,7.69159e+006,1489.48,306.167,0.0440098,1,55460.8,1451.8,213.95,434445,7.7e+006,1761.53,319.998,0.0440098,1,2559.55,916.663,222.292,2.64115e-007,0.0170327,0.478479,3.1292e-006,171.566,-0.00357817,4.26008e-005,38.2014,-0.00142374,2.68918e-005,2.79224
2.6,414.747,350000,7.69156e+006,1489.48,306.167,0.0440098,1,55465.3,1451.82,214.129,434320,7.7e+006,1761.14,319.949,0.0440098,1,2564.57,917.023,222.216,2.64489e-007,0.0170774,0.478518,3.12947e-006,171.564,-0.00357817,4.26013e-005,38.2039,-0.00142587,2.691e-005,2.79663
2.62,414.745,350000,7.69152e+006,1489.48,306.167,0.0440098,1,55469.8,1451.84,214.307,434195,7.7e+006,1760.75,319.9,0.0440098,1,2569.62,917.383,222.141,2.64865e-007,0.0171222,0.478558,3.12973e-006,171.563,-0.00357816,4.26018e-005,38.2065,-0.001428,2.69282e-005,2.80103
2.64,414.744,350000,7.69149e+006,1489.48,306.167,0.0440098,1,55474.3,1451.87,214.486,434069,7.7e+006,1760.36,319.851,0.0440098,1,2574.68,917.744,222.065,2.65242e-007,0.0171672,0.478598,3.13e-006,171.562,-0.00357815,4.26023e-005,38.209,-0.00143013,2.69464e-005,2.80544
2.66,414.742,350000,7.69145e+006,1489.48,306.166,0.0440098,1,55478.9,1451.89,214.665,433944,7.7e+006,1759.97,319.803,0.0440098,1,2579.76,918.106,221.989,2.6562e-007,0.0172123,0.478638,3.13027e-006,171.561,-0.00357814,4.26028e-005,38.2116,-0.00143226,2.69646e-005,2.80987
