  -6.08564686598  -6.59114861301  -8.80929925687  -10.4309901108  -11.0553190971  -10.8163906532  -9.84442304667  -8.63983944466  -7.53837700358  -75000.0  20  20  50  0.5
  -6.085646769  -6.59114860768  -8.80929926055  -10.4309901019  -11.0554941873  -10.8163917397  -9.84442313979  -8.63983685767  -7.53837934782  -75000.0  20  20  50  1.0
  -6.08564674334  -6.59114859812  -8.80929926763  -10.4309901128  -11.055478243  -10.8163938399  -9.84441898329  -8.63983571577  -7.53838343191  -75000.0  20  20  50  1.5
  -6.08564685436  -6.59114850335  -8.80929912901  -10.4307373959  -11.0552584149  -10.8160899442  -9.84415464747  -8.63962391159  -7.53822075896  -75000.0  20  20  70  0.5
  -6.08564674768  -6.5911485028  -8.80929912949  -10.4307374002  -11.0552593945  -10.816087491  -9.84415501077  -8.63962252142  -7.53822038268  -75000.0  20  20  70  1.0
  -6.08564671079  -6.59114849817  -8.80929913208  -10.430737399  -11.0552593963  -10.8160906654  -9.84415495058  -8.63962080432  -7.53822201292  -75000.0  20  20  70  1.5
  -6.08564679106  -6.5911486504  -8.80929933924  -10.4312223127  -11.0557194902  -10.8166691544  -9.84466305551  -8.64002326669  -7.5385316571  -75000.0  20  30  30  0.5
  -6.0856467614  -6.59114860583  -8.80929938162  -10.4312223784  -11.0556797347  -10.8166765383  -9.84465394771  -8.64003206162  -7.53852142168  -75000.0  20  30  30  1.0
  -6.08564676873  -6.59114853347  -8.80929945279  -10.4312224968  -11.0557025424  -10.816688106  -9.84464970521  -8.64004336717  -7.53846433539  -75000.0  20  30  30  1.5
  -6.08564683816  -6.59114856936  -8.80929919101  -10.4309781225  -11.055400453  -10.8163646498  -9.84439595609  -8.63981355751  -7.53835397984  -75000.0  20  30  50  0.5
  -6.08564675485  -6.59114856134  -8.80929919538  -10.4309787523  -11.0554840994  -10.8163701037  -9.8443970031  -8.6398109609  -7.5383562184  -75000.0  20  30  50  1.0
  -6.08564672099  -6.59114855451  -8.80929920329  -10.4309824451  -11.0554746033  -10.8163653769  -9.84439306142  -8.63980984937  -7.5383605604  -75000.0  20  30  50  1.5
  -6.08564682684  -6.59114845791  -8.80929906277  -10.4307255663  -11.0552081778  -10.8160642436  -9.84412943933  -8.63959814131  -7.53819804293  -75000.0  20  30  70  0.5
  -6.08564672232  -6.59114845734  -8.80929906343  -10.430725408  -11.0552403781  -10.8160617941  -9.84413185183  -8.63959676133  -7.53819767103  -75000.0  20  30  70  1.0
  -6.08564668779  -6.59114845271  -8.80929906423  -10.4307254107  -11.0552419741  -10.8160623567  -9.84412630502  -8.63959503996  -7.5381992101  -75000.0  20  30  70  1.5
  -6.08564683661  -6.59114873541  -8.80929946466  -10.4312416003  -11.0557313809  -10.8167107204  -9.84469786274  -8.64006436301  -7.5385682515  -75000.0  30  10  30  0.5
  -6.08564679844  -6.59114869055  -8.80929950511  -10.4312415612  -11.0557165127  -10.8167181358  -9.84456745159  -8.6400729485  -7.5385578439  -75000.0  30  10  30  1.0
  -6.08564680588  -6.59114861358  -8.8092995765  -10.4312419322  -11.0556922094  -10.8167257945  -9.84469308864  -8.6400838059  -7.53850117713  -75000.0  30  10  30  1.5
  -6.08564689288  -6.59114865705  -8.80929932025  -10.4309972661  -11.0554794584  -10.8164061267  -9.84443872083  -8.63985506202  -7.53839066749  -75000.0  30  10  50  0.5
  -6.08564679402  -6.59114865347  -8.8092993246  -10.4309968995  -11.0554983451  -10.8164071057  -9.84443560993  -8.63985232919  -7.53839281494  -75000.0  30  10  50  1.0
  -6.08564676327  -6.59114864311  -8.80929933108  -10.4309972383  -11.0554970946  -10.8164068866  -9.84443897457  -8.6398511545  -7.53839685697  -75000.0  30  10  50  1.5
  -6.08564688349  -6.59114854867  -8.80929919576  -10.4307443724  -11.0552673631  -10.816102769  -9.84416878818  -8.63963927973  -7.53823432953  -75000.0  30  10  70  0.5
  -6.08564677358  -6.59114854833  -8.80929919672  -10.4307445662  -11.0552673653  -10.8161053059  -9.84416921458  -8.63963789514  -7.53823390533  -75000.0  30  10  70  1.0
  -6.08564673496  -6.59114854488  -8.80929919779  -10.4307445585  -11.055267361  -10.8161059684  -9.84416751593  -8.63963619367  -7.5382354555  -75000.0  30  10  70  1.5
  -6.08564681306  -6.59114869453  -8.80929940122  -10.4312342865  -11.0557221581  -10.8166949424  -9.84468515457  -8.64004897195  -7.53855445888  -75000.0  30  20  30  0.5
  -6.0856467782  -6.59114864962  -8.80929944469  -10.4312343468  -11.0557313393  -10.8167023352  -9.84468013473  -8.64005760063  -7.5385442501  -75000.0  30  20  30  1.0
  -6.08564678874  -6.59114857581  -8.80929951477  -10.4312344717  -11.0557357116  -10.8167099677  -9.84467743852  -8.64006874571  -7.53848766986  -75000.0  30  20  30  1.5
  -6.08564686657  -6.59114861262  -8.80929925676  -10.4309901038  -11.0554966526  -10.8163906945  -9.84442181117  -8.63983950534  -7.53837694557  -75000.0  30  20  50  0.5
  -6.08564676976  -6.59114860796  -8.80929926031  -10.4309901031  -11.0554848224  -10.8163917327  -9.84442288824  -8.6398369098  -7.53837911472  -75000.0  30  20  50  1.0
  -6.08564674515  -6.59114859992  -8.80929926768  -10.430990112  -11.0554914425  -10.8163937771  -9.84442187149  -8.63983571186  -7.53838322061  -75000.0  30  20  50  1.5
  -6.08564685606  -6.59114850359  -8.80929912927  -10.4307374047  -11.055259399  -10.8160874024  -9.84415465263  -8.63962391519  -7.53822075832  -75000.0  30  20  70  0.5
  -6.08564674802  -6.59114850234  -8.80929913017  -10.4307369227  -11.0552593926  -10.8160899513  -9.84415498241  -8.63962257532  -7.53822034052  -75000.0  30  20  70  1.0
  -6.08564671118  -6.5911484993  -8.80929913149  -10.4307373926  -11.0552593246  -10.8160880861  -9.8441522749  -8.63962085281  -7.5382283197  -75000.0  30  20  70  1.5
  -6.08564679293  -6.59114865177  -8.8092993402  -10.4312223102  -11.055711171  -10.8166687961  -9.84465915463  -8.64002312702  -7.53853133919  -75000.0  30  30  30  0.5
  -6.08564675903  -6.5911486096  -8.80929937905  -10.4312223742  -11.05571716  -10.8166761585  -9.84441589948  -8.64003179628  -7.53852147136  -75000.0  30  30  30  1.0
  -6.08564677859  -6.5911485356  -8.80929945093  -10.4312224866  -11.055618965  -10.8166838708  -9.84465131362  -8.64004316307  -7.53846481545  -75000.0  30  30  30  1.5
  -6.08564683899  -6.5911485696  -8.80929919262  -10.4309781296  -11.0554799539  -10.8163645856  -9.8443971111  -8.6398136194  -7.5383539187  -75000.0  30  30  50  0.5
  -6.08564675274  -6.59114856425  -8.8092991947  -10.4309781251  -11.0554627398  -10.8163634137  -9.84439583135  -8.63981102275  -7.53835612293  -75000.0  30  30  50  1.0
  -6.08564672291  -6.59114855579  -8.8092992019  -10.4309781232  -11.0554850187  -10.8163670362  -9.84439588654  -8.63980978804  -7.53836042286  -75000.0  30  30  50  1.5
